Id,gratuidade,sentenca
00012217820158150881,False,Improcedente
00012223820148150351,False,Nenhuma Sentença
00012277420148150411,False,Improcedente
00012279520158150231,False,Acordo
00012283320008152001,False,Procedente
00012310820168150261,False,Outros
00012359420158150741,False,Extinto
00012385220158152001,False,Procedente
00012405720138150751,False,Acordo
00012407920148150021,False,Extinto
00012411820148151071,False,Improcedente
00012414020118150451,False,Nenhuma Sentença
00012474820138150331,False,Improcedente
00012476920148150151,False,Nenhuma Sentença
00012481820018150181,False,Improcedente
00012501820118150381,False,Improcedente
00012514520138150021,False,Acordo
00012581920098150331,False,Nenhuma Sentença
00012584420098150161,False,Nenhuma Sentença
00012591420048152001,False,Nenhuma Sentença
00012608620098150331,False,Nenhuma Sentença
00012626020128150231,False,Extinto
00012659420088150541,False,Acordo
00012666220158150241,False,Acordo
00012723220118150331,False,Nenhuma Sentença
00012744620048150331,False,Outros
00012745320158150301,False,Improcedente
00012772020128150331,False,Extinto
00012798720128150331,False,Nenhuma Sentença
00012811720128150021,False,Procedente
00012827120158152001,False,Improcedente
00012856820158150241,False,Acordo
00012872920098150021,False,Improcedente
00012910920108152001,False,Parcialmente
00012938320168150411,False,Extinto
00013020820058150451,False,Nenhuma Sentença
00013039020058150451,False,Nenhuma Sentença
00013047520058150451,False,Nenhuma Sentença
00013079320148150231,False,Nenhuma Sentença
00013085220168150411,False,Nenhuma Sentença
00013122420128150381,False,Nenhuma Sentença
00013149120128150381,False,Nenhuma Sentença
00013176920108150881,False,Extinto
00013189020148150371,False,Acordo
00013216520158150741,False,Procedente
00013219020138150141,False,Improcedente
00013221820118150021,False,Extinto
00013285920148150881,False,Parcialmente
00013309820128150331,False,Nenhuma Sentença
00013317820158150331,False,Nenhuma Sentença
00013322420138150011,False,Nenhuma Sentença
00013351120128150141,False,Improcedente
00013366020158150021,False,Extinto
00013366420098150411,False,Extinto
00013395520158150331,False,Nenhuma Sentença
00013407420158152001,False,Improcedente
00013407820038150131,False,Nenhuma Sentença
00013435120138150141,False,Procedente
00013436620148150351,False,Nenhuma Sentença
00013465520038150141,False,Extinto
00013514020138150331,False,Acordo
00013533620138150581,True,Parcialmente
00013545120118150141,False,Procedente
00013550420078150391,False,Outros
00013582520158150731,False,Improcedente
00013590220118150391,False,Improcedente
00013602520148150021,False,Procedente
00013614420138150021,False,Extinto
00013615320158150351,False,Improcedente
00013618320098150021,False,Nenhuma Sentença
00013622120148150271,False,Extinto
00013658020108150411,False,Nenhuma Sentença
00013671820158150171,False,Procedente
00013690320138150221,False,Extinto
00013767420148150151,False,Nenhuma Sentença
00013807320168150141,False,Extinto
00013841020148150391,False,Extinto
00013877220168150171,False,Parcialmente
00013878120118150451,False,Nenhuma Sentença
00013953020118150331,False,Outros
00013958620128150301,False,Extinto
00013960720108150151,False,Nenhuma Sentença
00013998720148150161,False,Acordo
00014023920128150411,False,Extinto
00014030320148150751,False,Acordo
00014107720148150271,False,Procedente
00014109120158152001,False,Procedente
00014116020158150131,False,Extinto
00014123220128150331,False,Extinto
00014161820158150411,False,Acordo
00014161920148150131,False,Extinto
00014190520158150271,False,Procedente
00014232120128150021,False,Parcialmente
00014232320168150751,False,Nenhuma Sentença
00014234020128150241,True,Nenhuma Sentença
00014249420168150981,False,Improcedente
00014275420138150011,False,Procedente
00014328620138150331,False,Nenhuma Sentença
00014333220118150981,False,Parcialmente
00014348420118150021,False,Extinto
00014358720168150411,False,Outros
